"LOCATION","Country","TYPE_VAR","Type of indicator","VARIABLE","Indicator","WB","Current/Future Well-being","SEX","Sex","AGE","Age","EDUCATION","Education","TIME","Time","Value","Flag Codes","Flags"
"SVN","Slovenia","AVERAGE","Average","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",56.3,,
"SVN","Slovenia","AVERAGE","Average","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",57.8,,
"SVN","Slovenia","AVERAGE","Average","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",58.8,,
"SVN","Slovenia","AVERAGE","Average","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",59.7,,
"SVN","Slovenia","AVERAGE","Average","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",59.6,,
"SVN","Slovenia","AVERAGE","Average","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",60.4,,
"SVN","Slovenia","AVERAGE","Average","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",63.1,,
"SVN","Slovenia","AVERAGE","Average","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",64.8,,
"SVN","Slovenia","AVERAGE","Average","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",64.8,,
"SVN","Slovenia","AVERAGE","Average","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",64.8,,
"CAN","Canada","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",2.9,,
"CAN","Canada","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",2.9,,
"CAN","Canada","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",3.1,,
"CAN","Canada","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",2.5,,
"CAN","Canada","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",2.9,,
"CAN","Canada","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",2.8,,
"CAN","Canada","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",2.7,,
"CAN","Canada","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",2.8,,
"CAN","Canada","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",3.1,,
"CAN","Canada","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",3.1,,
"PRT","Portugal","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2004","2004",21.2,,
"PRT","Portugal","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",20.6,,
"PRT","Portugal","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",20.1,,
"PRT","Portugal","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",19,,
"PRT","Portugal","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",19.6,,
"PRT","Portugal","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",19.5,,
"PRT","Portugal","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",20.3,,
"PRT","Portugal","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",18,,
"PRT","Portugal","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",18.2,,
"PRT","Portugal","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",18.6,,
"PRT","Portugal","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",18.3,,
"PRT","Portugal","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",18,,
"ESP","Spain","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2004","2004",13.3,,
"ESP","Spain","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",12.5,,
"ESP","Spain","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",12.3,,
"ESP","Spain","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",11.7,,
"ESP","Spain","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",8,,
"ESP","Spain","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",8.6,,
"ESP","Spain","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",8.1,,
"ESP","Spain","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",7.4,,
"ESP","Spain","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",8.1,,
"ESP","Spain","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",8.4,,
"ESP","Spain","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",8.3,,
"ESP","Spain","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",7.5,,
"SVN","Slovenia","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",16.2,,
"SVN","Slovenia","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",15.8,,
"SVN","Slovenia","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",14.5,,
"SVN","Slovenia","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",14.2,,
"SVN","Slovenia","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",13.3,,
"SVN","Slovenia","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",13.3,,
"SVN","Slovenia","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",13.3,,
"SVN","Slovenia","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",12.5,,
"SVN","Slovenia","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",10.7,,
"SVN","Slovenia","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",11,,
"SVN","Slovenia","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",11.6,,
"FIN","Finland","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2004","2004",9.8,,
"FIN","Finland","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",10.1,,
"FIN","Finland","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",9.9,,
"FIN","Finland","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",8.3,,
"FIN","Finland","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",7.8,,
"FIN","Finland","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",7.4,,
"FIN","Finland","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",7.2,,
"FIN","Finland","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",7.5,,
"FIN","Finland","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",6.8,,
"FIN","Finland","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",6.7,,
"FIN","Finland","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",6.4,,
"FIN","Finland","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",5.8,,
"AUS","Australia","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2004","2004",4.5,,
"AUS","Australia","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",4.1,,
"AUS","Australia","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",4,,
"AUS","Australia","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",4.4,,
"POL","Poland","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",18.7,,
"POL","Poland","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",17.4,,
"POL","Poland","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",16.9,,
"POL","Poland","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",16.4,,
"POL","Poland","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",16.5,,
"POL","Poland","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",15.4,,
"POL","Poland","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",14.9,,
"POL","Poland","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",14.7,,
"POL","Poland","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",14.3,,
"POL","Poland","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",13.7,,
"POL","Poland","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",14.3,,
"ISR","Israel","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2004","2004",23.2,,
"ISR","Israel","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",22.7,,
"ISR","Israel","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",21.1,,
"ISR","Israel","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",20.9,,
"ISR","Israel","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",20.3,,
"ISR","Israel","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",20.2,,
"ISR","Israel","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",18.9,,
"ISR","Israel","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",18.5,,
"ISR","Israel","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",16.5,,
"ISR","Israel","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",20,,
"ISR","Israel","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",15.5,,
"ISR","Israel","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",16,,
"SWE","Sweden","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2004","2004",7.4,,
"SWE","Sweden","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",6,,
"SWE","Sweden","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",5.9,,
"SWE","Sweden","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",5.2,,
"SWE","Sweden","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",5.8,,
"SWE","Sweden","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",5.7,,
"SWE","Sweden","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",5.4,,
"SWE","Sweden","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",5.4,,
"SWE","Sweden","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",4.9,,
"SWE","Sweden","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",4.6,,
"SWE","Sweden","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",4.6,,
"SWE","Sweden","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",4.5,,
"EST","Estonia","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2004","2004",15.2,,
"EST","Estonia","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",16.3,,
"EST","Estonia","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",15.1,,
"EST","Estonia","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",14.8,,
"EST","Estonia","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",14.8,,
"EST","Estonia","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",14.1,,
"EST","Estonia","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",14.9,,
"EST","Estonia","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",16.3,,
"EST","Estonia","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",16.3,,
"EST","Estonia","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",15.6,,
"EST","Estonia","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",16.5,,
"EST","Estonia","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",15.7,,
"LUX","Luxembourg","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2004","2004",9.7,,
"LUX","Luxembourg","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",7.9,,
"LUX","Luxembourg","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",7.3,,
"LUX","Luxembourg","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",7.1,,
"LUX","Luxembourg","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",7.7,,
"LUX","Luxembourg","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",8.4,,
"LUX","Luxembourg","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",8,,
"LUX","Luxembourg","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",7.9,,
"LUX","Luxembourg","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",7.4,,
"LUX","Luxembourg","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",8.3,,
"LUX","Luxembourg","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",8.3,,
"LUX","Luxembourg","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",8.7,,
"ITA","Italy","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2004","2004",10.6,,
"ITA","Italy","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",9.9,,
"ITA","Italy","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",10.6,,
"ITA","Italy","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",11,,
"ITA","Italy","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",11.2,,
"ITA","Italy","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",10.9,,
"ITA","Italy","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",9.5,,
"ITA","Italy","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",13.1,,
"ITA","Italy","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",12.6,,
"ITA","Italy","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",12.5,,
"ITA","Italy","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",12,,
"ITA","Italy","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",12.4,,
"CHE","Switzerland","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",4.1,,
"CHE","Switzerland","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",3.2,,
"CHE","Switzerland","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",3.4,,
"CHE","Switzerland","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",3.5,,
"CHE","Switzerland","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",3.6,,
"CHE","Switzerland","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",3.1,,
"CHE","Switzerland","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",3.7,,
"CHE","Switzerland","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",4.3,,
"CHE","Switzerland","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",4.1,,
"NZL","New Zealand","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",1.9,,
"NZL","New Zealand","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",2.5,,
"NZL","New Zealand","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",2.3,,
"NZL","New Zealand","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",1.7,,
"NZL","New Zealand","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",2.4,,
"LTU","Lithuania","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",19.6,,
"LTU","Lithuania","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",18.3,,
"LTU","Lithuania","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",16.7,,
"LTU","Lithuania","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",18.9,,
"LTU","Lithuania","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",18.6,,
"LTU","Lithuania","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",18.7,,
"LTU","Lithuania","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",19.9,,
"LTU","Lithuania","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",20.6,,
"LTU","Lithuania","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",18.7,,
"LTU","Lithuania","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",17.9,,
"LTU","Lithuania","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",17.7,,
"LVA","Latvia","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",21.7,,
"LVA","Latvia","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",20,,
"LVA","Latvia","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",19.1,,
"LVA","Latvia","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",18,,
"LVA","Latvia","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",16.8,,
"LVA","Latvia","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",17.5,,
"LVA","Latvia","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",17.7,,
"LVA","Latvia","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",15.4,,
"LVA","Latvia","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",16.8,,
"LVA","Latvia","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",17.2,,
"LVA","Latvia","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",16.3,,
"USA","United States","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2004","2004",2.9,,
"USA","United States","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",2.8,,
"USA","United States","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",2.7,,
